COMBO,GW1,GW2,GW3,GW4,GW5,GW6,GW7,GW8,GW9,GW10,SUM,AVERAGE PER TEAM,STD DEV,AVG * STD DEV
"LEI,MUN,NEW,SHU,WOL",6.1,4.1,6.1,5.3,3.9,8.3,4.6,8.3,5.8,3.6,56.1,1.87,,
"LIV,MUN,NEW,SHU,WOL",6.1,4.1,6,4.6,4.4,6.1,5.6,8.8,5.8,4.6,56.1,1.87,,
"MUN,SOU,TOT,WBA,WOL",5.1,6.3,5.6,4.7,5.6,5.2,3.7,5.1,6.8,8,56.1,1.87,,
"ARS,FUL,MUN,NEW,TOT",6.3,4.3,4.7,6.4,6.3,6.4,4.4,5.1,4.7,7.5,56.1,1.87,,
"AVL,BUR,CHE,SOU,TOT",5.1,7.5,4.2,3.6,6.4,5.8,5.6,4.1,4.2,9.6,56.1,1.87,,
"BHA,BUR,CHE,TOT,WOL",5.5,8.4,5.2,3.5,4.6,4.6,4.5,4.6,4.6,10.6,56.1,1.87,,
"BHA,CHE,MCI,TOT,WOL",5.5,8.3,5.6,3.4,5.7,4.5,4,4.6,6.2,8.3,56.1,1.87,,
"BHA,MUN,TOT,WBA,WOL",6.8,5.2,6.2,6.2,5,4.2,3.7,5.6,5.2,8,56.1,1.87,,
"BUR,CHE,CRY,LIV,MUN",5.6,8.3,5,4.5,4.6,5.7,8.1,4.6,3.5,6.2,56.1,1.87,,
"BUR,CHE,NEW,SOU,WOL",5,8,6.2,2.5,5.7,6.2,4.7,4.6,5.2,8,56.1,1.87,,
"BUR,MUN,NEW,TOT,WOL",6.7,5.3,5.7,4.7,5,6.7,4.2,5.6,4.2,8,56.1,1.87,,
"LEE,LEI,MUN,NEW,SOU",5.7,3.1,6,5.4,6.1,7.2,5.7,5,7.3,4.6,56.1,1.87,,
"ARS,AVL,BHA,SHU,SOU",5.8,5.2,5.2,4.7,5.8,4.3,7.9,4.7,5.3,7.3,56.2,1.873333333,,
"CRY,FUL,MCI,MUN,NEW",8.6,4.3,5.2,6.8,5.2,4.7,4.8,6.7,5.2,4.7,56.2,1.873333333,,
"AVL,CHE,EVE,LEE,TOT",7.3,3.3,4.2,6.4,8,5.7,5.7,4,4.8,6.8,56.2,1.873333333,,
"BUR,EVE,LIV,TOT,WBA",6.3,6.5,5.4,5.2,5.7,5.7,4.9,6.4,5.3,4.8,56.2,1.873333333,,
"BUR,FUL,LIV,SOU,TOT",4.6,8,5.3,4.6,5.7,4.2,4.3,4.7,5.8,9,56.2,1.873333333,,
"FUL,MCI,SHU,SOU,WHU",5.9,6.8,5.2,6.2,5.7,5.2,4.7,5.4,6.5,4.6,56.2,1.873333333,,
"ARS,AVL,LIV,SHU,SOU",4.1,5.8,5.2,4.1,6.7,4.7,7.2,6.4,5.9,6.1,56.2,1.873333333,,
"ARS,CHE,CRY,EVE,WHU",4.7,7.1,4.7,3.7,7.5,7.4,7.8,3.7,5.2,4.4,56.2,1.873333333,,
"ARS,SHU,SOU,TOT,WBA",4.7,6.8,5.1,5.3,5.3,6.3,4.8,4.2,7.9,5.8,56.2,1.873333333,,
"AVL,BHA,BUR,LEI,TOT",6.8,5.2,5.4,6.8,4.1,4.8,5.7,5.2,4.3,7.9,56.2,1.873333333,,
"AVL,BHA,CRY,LEE,WOL",7.9,4.2,5.2,7.3,4.6,3.6,6.3,4.6,5.8,6.7,56.2,1.873333333,,
"AVL,BHA,FUL,LEI,MUN",8,4.1,4.8,7.9,4.5,3.4,5.3,7.2,4.2,6.8,56.2,1.873333333,,
"AVL,CHE,LIV,NEW,TOT",5,6,4.2,4.6,7.3,5.2,5.7,5.7,6.2,6.3,56.2,1.873333333,,
"AVL,CRY,LEE,NEW,WOL",7.3,3.8,5.2,6.9,6.2,4.2,5.3,5.7,6.4,5.2,56.2,1.873333333,,
"BHA,CRY,FUL,LEE,NEW",8.6,4.2,5.2,8,4.8,3.3,6,4.6,6.3,5.2,56.2,1.873333333,,
"BHA,EVE,FUL,MCI,SHU",9.7,4.7,4.3,5.7,4.2,4.2,4.8,8.6,5.4,4.6,56.2,1.873333333,,
"BHA,EVE,LIV,SHU,WHU",5.8,4.7,5.7,5.7,4.5,5.2,8.3,6.6,5.4,4.3,56.2,1.873333333,,
"CHE,EVE,MCI,SOU,WHU",4.7,7.4,5.2,3.2,9,7.2,5.7,3.7,5.3,4.8,56.2,1.873333333,,
"EVE,MCI,MUN,SOU,WHU",6.5,4.8,5.7,4.2,8.3,7.2,5.7,4.7,4.3,4.8,56.2,1.873333333,,
"ARS,BHA,CRY,EVE,MCI",7.5,5.4,6.3,4.7,5.7,4.6,7.3,4.7,5.3,4.7,56.2,1.873333333,,
"ARS,BHA,LEE,WHU,WOL",4.7,5.2,7.9,4.6,6.2,4,7.3,3.7,5.8,6.8,56.2,1.873333333,,
"ARS,BUR,SOU,WBA,WOL",4.6,8,7.9,3.1,5.2,5.2,4.2,4.7,5.3,8,56.2,1.873333333,,
"ARS,CHE,FUL,SOU,WHU",4.3,7.5,5.2,3.1,8.1,5.9,5.2,3.7,5.7,7.5,56.2,1.873333333,,
"ARS,FUL,LEE,NEW,SOU",5.8,4.3,5.7,4.3,8.7,4.7,4.9,4.1,6.9,6.8,56.2,1.873333333,,
"AVL,BUR,CHE,EVE,TOT",7.3,5.5,4.2,4.2,6.4,6.9,5.7,4.6,3.9,7.5,56.2,1.873333333,,
"AVL,CHE,LEE,MUN,SOU",8.2,3.1,4.6,4.7,7.3,5.2,6.7,4,4.1,8.3,56.2,1.873333333,,
"AVL,CHE,MCI,SHU,SOU",6.2,6.3,4.1,3.5,6.2,5.7,6,6.3,5.8,6.1,56.2,1.873333333,,
"BHA,CRY,EVE,SHU,WBA",8.6,4.7,4.7,6.9,3.6,4.3,7,6.4,5.8,4.2,56.2,1.873333333,,
"BHA,CRY,FUL,LIV,TOT",5.7,6.9,4.8,7.8,4.8,3.2,5.2,4.7,6.3,6.8,56.2,1.873333333,,
"BHA,FUL,LEI,MCI,MUN",8,4.5,6.2,6.7,4.5,4.2,4.6,7.2,4.7,5.6,56.2,1.873333333,,
"BHA,FUL,LIV,NEW,WHU",5.8,5.4,7.5,6.2,5.7,3.2,5.8,5.9,5.9,4.8,56.2,1.873333333,,
"CHE,EVE,MCI,WHU,WOL",5.1,8,5.7,3.1,7.2,6.6,4.6,5.8,5.3,4.8,56.2,1.873333333,,
"CHE,FUL,NEW,TOT,WHU",5.2,6.5,4.2,6.4,7,7,4.4,3.7,5.8,6,56.2,1.873333333,,
"CRY,EVE,LEE,LIV,WBA",6.9,4.3,5.2,6.3,5.7,4.5,6.3,5.8,6.8,4.4,56.2,1.873333333,,
"CRY,FUL,LEE,MUN,NEW",8.6,3.1,5.1,8.6,5.2,4.2,6,5,5.2,5.2,56.2,1.873333333,,
"CRY,FUL,MUN,WBA,WHU",7.1,5.3,5.2,9.6,5.2,4.4,5.5,4.7,4.8,4.4,56.2,1.873333333,,
"EVE,LEE,LIV,MUN,WBA",8,2.6,5.1,6.3,6.1,5.1,6.3,6.7,5.2,4.8,56.2,1.873333333,,
"EVE,MUN,NEW,SOU,WHU",5.9,3.3,5.7,4.4,9.1,8.4,5.9,4.7,4.3,4.5,56.2,1.873333333,,
"FUL,LEE,SHU,SOU,TOT",6.3,4.6,4.2,8,5.3,4.7,4.3,4.1,7.5,7.2,56.2,1.873333333,,
"LEE,LEI,SOU,WBA,WHU",4.2,5.1,7.3,6.4,6.3,5.7,5.2,3.7,8.5,3.8,56.2,1.873333333,,
"ARS,AVL,CHE,EVE,WHU",4.7,5,4.3,3.7,9.7,7.5,6.8,3.7,4.8,6,56.2,1.873333333,,
"ARS,AVL,CHE,SHU,WBA",6.2,5.8,4.1,5.2,5.3,6.5,6.3,5.8,5.2,5.8,56.2,1.873333333,,
"ARS,AVL,LEI,SOU,TOT",4.1,5.8,5.3,4.8,7.4,5.8,5.1,4.2,6.9,6.8,56.2,1.873333333,,
"ARS,BUR,CRY,SOU,WOL",4.6,9,6.8,3.1,4.6,4.6,6.2,4.2,5.2,7.9,56.2,1.873333333,,
"ARS,CRY,FUL,LEE,WBA",7,5.3,5.2,8,5.4,4.2,5.5,4.1,6.3,5.2,56.2,1.873333333,,
"ARS,CRY,MCI,SOU,WOL",4.6,8.9,7.2,3.1,6.1,4.6,4.5,4.2,6.8,6.2,56.2,1.873333333,,
"ARS,LEE,WBA,WHU,WOL",4.7,5.8,7.9,5.2,6.8,5.1,5.3,3.7,6.4,5.3,56.2,1.873333333,,
"ARS,MUN,WBA,WHU,WOL",4.7,5.8,7.9,5.2,5.6,6.3,5.3,4.7,4.7,6,56.2,1.873333333,,
"AVL,BHA,CRY,SHU,WOL",7.3,5.2,4.7,6.7,3.6,3.6,6.8,6.8,5.8,5.7,56.2,1.873333333,,
"AVL,BHA,EVE,WBA,WOL",8.5,4.4,6,4.7,5.2,3.7,4.3,8.5,4.9,6,56.2,1.873333333,,
"AVL,BUR,EVE,LEE,WOL",10.4,3.3,4.8,4.2,6.2,4.6,5.3,6.7,3.9,6.8,56.2,1.873333333,,
"AVL,MUN,SHU,WHU,WOL",6.3,4.1,4.6,7.3,4.4,6.3,6.3,6.8,4.3,5.8,56.2,1.873333333,,
"BHA,BUR,LEI,SOU,WHU",4.2,6.7,8,5.2,4.1,5.8,7.2,4.3,4.8,5.9,56.2,1.873333333,,
"BHA,CHE,LEI,NEW,TOT",5,5.2,6.3,5.2,5.2,6.8,5.2,4.6,7.4,5.3,56.2,1.873333333,,
"BHA,EVE,FUL,MUN,NEW",9.7,3.3,4.8,5.9,5.2,4.9,5,7.2,4.2,6,56.2,1.873333333,,
"BHA,EVE,FUL,MUN,WBA",9.8,3.7,4.8,6.9,5.2,3.9,4.5,7.2,4.2,6,56.2,1.873333333,,
"BHA,EVE,LEI,WBA,WHU",5.9,4.7,8.2,6.4,4.7,5.9,5.3,5.9,5.4,3.8,56.2,1.873333333,,
"BHA,FUL,SHU,SOU,WBA",7.5,5.7,5.2,6.3,4.2,3.8,4.4,6.3,6.4,6.4,56.2,1.873333333,,
"BHA,LEE,TOT,WHU,WOL",5.2,5.7,6.2,6.8,5.7,4,5.2,3.7,6.4,7.3,56.2,1.873333333,,
"BUR,CHE,EVE,SHU,WHU",6.3,6.3,4.1,4.2,4.7,10,7.9,4.2,4.2,4.3,56.2,1.873333333,,
"BUR,CHE,LEI,SHU,WHU",4.6,7.1,5.1,5.2,3.5,10.5,7.7,4.2,4.7,3.6,56.2,1.873333333,,
"BUR,CRY,EVE,MCI,TOT",8,7.4,4.8,5.2,5.3,6.1,5.2,4.7,4.8,4.7,56.2,1.873333333,,
"BUR,CRY,MUN,SOU,WBA",7,6.3,6.1,5.8,4.6,5.3,6.4,4.7,4.1,5.9,56.2,1.873333333,,
"BUR,FUL,LEE,NEW,SOU",7.5,4.3,5.7,4.8,6.4,4.7,4.9,4.6,5.9,7.4,56.2,1.873333333,,
"CHE,CRY,EVE,SHU,WHU",5.8,6.4,4.1,5.8,4.7,8.4,7.8,3.7,5.3,4.2,56.2,1.873333333,,
"CHE,LEE,LEI,NEW,WHU",4.6,4.1,6.2,5.3,6.8,8.9,6.1,3.6,6.8,3.8,56.2,1.873333333,,
"CHE,LEE,SHU,TOT,WBA",6.7,5.1,4,7.3,5.3,6.2,5.2,4,7.3,5.1,56.2,1.873333333,,
"CHE,MCI,MUN,WBA,WOL",6.7,6.7,6,3.4,5.6,5.6,4.1,6.7,5.1,6.3,56.2,1.873333333,,
"CHE,TOT,WBA,WHU,WOL",5.1,9.1,5.7,4.6,6.3,5.7,3.7,3.7,6.3,6,56.2,1.873333333,,
"CRY,EVE,FUL,LIV,MCI",6.9,6.4,4.9,5.1,5.7,3.7,4.8,8.1,5.9,4.7,56.2,1.873333333,,
"CRY,EVE,LEE,MUN,WHU",7.6,2.6,5.1,8.1,6.2,6.2,8,3.7,4.3,4.4,56.2,1.873333333,,
"CRY,FUL,LEI,MCI,WHU",5.3,7.2,6.3,7.9,4.7,4.7,4.6,5.4,6.4,3.7,56.2,1.873333333,,
"CRY,FUL,LEI,SHU,WHU",5.3,5.6,4.7,9.6,3.5,5.9,6.3,5.4,6.4,3.5,56.2,1.873333333,,
"FUL,LEE,LIV,MUN,TOT",6.3,3.6,4.7,8.4,6.1,4.1,5.2,5,5.7,7.1,56.2,1.873333333,,
"FUL,LIV,SOU,WBA,WHU",4.2,7.5,6.8,5.7,6.3,4.2,4.4,5.4,6.9,4.8,56.2,1.873333333,,
"LEI,LIV,MUN,TOT,WHU",4.1,5.6,6.1,7.3,5.4,7.2,6,4.7,5.7,4.1,56.2,1.873333333,,
"ARS,AVL,CHE,EVE,SOU",4.6,5,4.3,3.1,10.2,6.4,6.2,4.1,4.8,7.5,56.2,1.873333333,,
"ARS,BHA,LEI,LIV,SHU",4,5.5,7.8,5.6,3.5,5.2,8.1,6.3,6.3,3.9,56.2,1.873333333,,
"ARS,BUR,CHE,EVE,LIV",4.5,7,5.3,3.7,6.2,7.3,7.1,4.6,4.2,6.3,56.2,1.873333333,,
"ARS,BUR,CHE,FUL,TOT",5.1,7.5,4.2,4.1,5.9,6.4,4.7,4.1,4.6,9.6,56.2,1.873333333,,
"ARS,BUR,CRY,FUL,NEW",6.9,6,5.9,5.3,4.8,5.4,6.5,4.7,4.8,5.9,56.2,1.873333333,,
"ARS,BUR,EVE,LEE,LIV",6.3,4.3,5.8,4.7,6.7,6.1,7.8,4.6,4.3,5.6,56.2,1.873333333,,
"ARS,BUR,EVE,LIV,WOL",4.5,7,6.9,3.7,5.5,5.6,5.6,6.8,4.3,6.3,56.2,1.873333333,,
"ARS,BUR,FUL,LIV,WOL",4.5,8,6.9,4,5.2,3.6,4.6,6.3,4.8,8.3,56.2,1.873333333,,
"ARS,CRY,FUL,NEW,SHU",6.9,5.3,4.7,6.9,4.2,5.4,6.5,5.8,6.3,4.2,56.2,1.873333333,,
"ARS,CRY,LEI,NEW,SOU",4.1,5.8,7.9,4.3,6.4,6.3,5.7,4.2,7.8,3.7,56.2,1.873333333,,
"ARS,CRY,MCI,SHU,WOL",5.7,7.7,6.1,4,4,5,6.1,6.3,6.8,4.5,56.2,1.873333333,,
"ARS,CRY,MUN,NEW,TOT",5.8,4.8,5.1,6.4,5.7,6.8,6.4,4.2,5.1,5.9,56.2,1.873333333,,
"ARS,CRY,MUN,TOT,WBA",5.8,5.8,5.1,7.4,5.2,5.8,5.9,4.2,5.1,5.9,56.2,1.873333333,,
"ARS,EVE,FUL,MCI,SHU",7.5,4.8,4.3,4.7,5.7,6.3,4.8,8.1,5.4,4.6,56.2,1.873333333,,
"ARS,FUL,LEI,MCI,WHU",4.2,6.3,7.5,5.7,6.2,6.3,4.6,5.4,5.9,4.1,56.2,1.873333333,,
"ARS,FUL,NEW,SOU,WOL",4.6,6,6.9,3.1,7.5,4.2,3.7,5.8,6.4,8,56.2,1.873333333,,
"ARS,LEI,SHU,WHU,WOL",4.2,6.1,7.4,4.7,3.9,7.8,6.7,5.4,6.4,3.6,56.2,1.873333333,,
"AVL,BHA,CHE,FUL,MUN",8.5,4.2,4.3,6.2,5.2,3.4,5.8,5.5,4.1,9,56.2,1.873333333,,
"AVL,BHA,CRY,EVE,NEW",9.1,4,4.9,5.9,6.4,3.8,6.5,6.3,4.9,4.4,56.2,1.873333333,,
"AVL,BHA,CRY,EVE,WHU",7.6,4.4,4.9,7.5,6.4,3.8,8,4.3,4.9,4.4,56.2,1.873333333,,
"AVL,BUR,FUL,NEW,WOL",7.9,5,5.5,4.7,5.2,3.8,3.8,7.9,4.4,8,56.2,1.873333333,,
"AVL,BUR,LEI,TOT,WHU",4.7,6.3,5.4,8,5.2,6.9,5.7,4.3,4.4,5.3,56.2,1.873333333,,
"AVL,CHE,LIV,SOU,WOL",4.5,8.5,5.2,2.5,6.6,4.1,5,6.2,5.8,7.8,56.2,1.873333333,,
"AVL,CHE,MCI,SHU,WOL",6.6,6.7,4.1,3.4,5.1,5.1,4.9,8.4,5.8,6.1,56.2,1.873333333,,
"AVL,CHE,NEW,SHU,SOU",6.2,4.8,4.1,3.7,6.9,7,6.2,5.7,5.8,5.8,56.2,1.873333333,,
"AVL,CRY,NEW,SHU,SOU",6.9,4.8,4.7,6.4,5.8,4.8,6.4,5.8,6.4,4.2,56.2,1.873333333,,
"AVL,CRY,SHU,SOU,WBA",6.9,5.8,4.7,7.4,4.2,4.8,5.9,5.9,6.4,4.2,56.2,1.873333333,,
"AVL,FUL,LEI,MUN,WHU",5.9,4.1,4.8,9.1,5.1,6,5.3,6.3,4.3,5.3,56.2,1.873333333,,
"AVL,LEE,LEI,MUN,SOU",7.7,3.1,5.1,6.4,6.1,5.2,6.2,5,5.3,6.1,56.2,1.873333333,,
"AVL,LEI,NEW,TOT,WOL",5,4.8,5.9,5.3,5.6,5.2,4,7.4,7.7,5.3,56.2,1.873333333,,
"AVL,MUN,WBA,WHU,WOL",6.4,4.8,6.3,6.8,5.6,4.8,4.8,6.4,4.3,6,56.2,1.873333333,,
"BHA,BUR,CHE,LEE,SOU",6.8,5.7,5.5,3.6,5.3,4.6,7.2,4,4.6,8.9,56.2,1.873333333,,
"BHA,BUR,EVE,NEW,WOL",8.4,4.4,7,4.2,4.6,5.2,4.8,6.8,4.3,6.5,56.2,1.873333333,,
"BHA,BUR,EVE,WHU,WOL",6.9,6.4,7,4.2,4.6,5.2,6.3,4.8,4.3,6.5,56.2,1.873333333,,
"BHA,CHE,LIV,MUN,WHU",4.6,6.3,6,5,5.5,5.7,8.1,4.2,4.5,6.3,56.2,1.873333333,,
"BHA,CRY,FUL,SHU,WHU",7,5.7,4.7,9.5,3.6,3.3,8,4.3,5.9,4.2,56.2,1.873333333,,
"BHA,LEE,MUN,SOU,WHU",6.5,3.5,6,6.3,6.2,4.6,7.9,3.7,4.7,6.8,56.2,1.873333333,,
"BHA,LEI,SOU,TOT,WHU",4.2,6.7,6.9,5.8,5.2,5.2,5.1,3.8,7.4,5.9,56.2,1.873333333,,
"BHA,LIV,MUN,SOU,WBA",5.8,5.2,7.1,5.1,5.2,4.1,6.2,5.6,5.6,6.3,56.2,1.873333333,,
"BHA,MUN,SOU,TOT,WHU",4.8,5.7,5.6,6.3,5.7,5.2,6.3,3.8,4.7,8.1,56.2,1.873333333,,
"BUR,CHE,FUL,SHU,TOT",6.7,6.8,4,6.2,4.2,6.4,4.7,4.6,4.7,7.9,56.2,1.873333333,,
"BUR,CHE,MUN,WHU,WOL",5.1,7.9,5.6,3.5,5,7.8,6.1,4.2,3.5,7.5,56.2,1.873333333,,
"BUR,CRY,FUL,MUN,NEW",8.6,4.3,5.2,6.9,4.6,5.4,6,5.6,3.7,5.9,56.2,1.873333333,,
"BUR,EVE,TOT,WBA,WHU",6.5,6.5,5.4,6.4,5.9,7.4,4.9,4.3,4.4,4.5,56.2,1.873333333,,
"BUR,FUL,LEI,LIV,WBA",5.7,6.3,6.9,6.2,4.7,4.3,4.3,7.9,5.8,4.1,56.2,1.873333333,,
"BUR,FUL,LEI,NEW,WHU",5.8,5.3,7.1,6.4,4.7,7.5,4.8,5.9,4.9,3.8,56.2,1.873333333,,
"BUR,FUL,MUN,WHU,WOL",6.4,6.3,5.8,5.7,5,5.3,4.8,5.2,3.7,8,56.2,1.873333333,,
"CHE,CRY,LIV,TOT,WBA",5,9.5,4.6,5.6,5.7,4.7,5.2,4.1,7.1,4.7,56.2,1.873333333,,
"CHE,EVE,MCI,SOU,TOT",5.1,7,4.2,3.2,7.9,6.6,5.1,4.1,6.7,6.3,56.2,1.873333333,,
"CHE,MUN,SHU,TOT,WBA",6.7,5.1,4,6.8,4.6,7.9,5.2,5,5.1,5.8,56.2,1.873333333,,
"CRY,LIV,NEW,SOU,WOL",4.5,8.5,7.2,3.5,5.5,4,4.7,5.8,7.8,4.7,56.2,1.873333333,,
"CRY,MUN,SOU,TOT,WBA",5.8,6.3,5.1,6.9,5.2,5.3,4.8,4.2,6.7,5.9,56.2,1.873333333,,
"CRY,SHU,SOU,TOT,WBA",5.8,7.3,4.6,7.4,4.2,5.3,4.8,4.2,8.4,4.2,56.2,1.873333333,,
"EVE,LEE,LEI,MCI,SOU",6.3,3.6,5.7,4.2,7.2,6,5.5,5.7,7.9,4.1,56.2,1.873333333,,
"EVE,LEI,MUN,WBA,WHU",5.9,3.6,6.4,7,5.1,8.5,5.3,6.3,4.3,3.8,56.2,1.873333333,,
"FUL,LEI,MUN,SHU,WHU",5.8,4.4,4.6,9,3.9,8,5.8,6.3,4.8,3.6,56.2,1.873333333,,
"FUL,LEI,MUN,WBA,WHU",5.9,4.6,6.4,8.5,5.1,6.5,4.3,6.3,4.8,3.8,56.2,1.873333333,,
"FUL,LIV,MUN,SHU,WHU",5.8,4.6,4.6,8.3,4.6,5.8,6.8,6.3,4.8,4.6,56.2,1.873333333,,
"LEE,LIV,MUN,SOU,WBA",5.8,4.1,6,5.7,6.1,5,6.2,5,6.7,5.6,56.2,1.873333333,,
"LIV,MUN,TOT,WBA,WOL",5,6.3,6.1,5.6,5.6,4.6,3.7,6.8,6.2,6.3,56.2,1.873333333,,
"MUN,SHU,SOU,TOT,WBA",6.3,5.1,4.5,6.9,4.6,6.3,4.8,5.1,6.8,5.8,56.2,1.873333333,,
"ARS,AVL,LEE,LEI,TOT",4.6,4.1,4.7,8,6.8,5.7,5.7,4.1,6.4,6.1,56.2,1.873333333,,
"ARS,BHA,CHE,LIV,WBA",4.5,6.9,7.8,4,5.7,4.2,6.6,4.6,5.6,6.3,56.2,1.873333333,,
"ARS,BHA,FUL,NEW,WOL",6.2,5.4,8.1,4.2,5.2,3.2,3.8,6.3,5.8,8,56.2,1.873333333,,
"ARS,BUR,MUN,SHU,WOL",6.2,5.1,5.6,4.1,4,7.3,7.4,5.6,3.6,7.3,56.2,1.873333333,,
"ARS,FUL,SOU,WBA,WHU",4.3,7,7,5.3,7.6,4.9,4.4,3.8,5.9,6,56.2,1.873333333,,
"ARS,LEE,LEI,SOU,WBA",4.1,5.1,7.9,4.8,6.3,5.7,5.2,4.1,8.4,4.6,56.2,1.873333333,,
"AVL,BHA,CRY,FUL,WOL",7.4,5.4,4.9,6.8,4.6,3.2,4.3,6.3,5.4,7.9,56.2,1.873333333,,
"AVL,BUR,CRY,LEI,WHU",5.3,6.8,5.9,8,4.1,5.9,7.8,4.3,4.4,3.7,56.2,1.873333333,,
"AVL,CHE,LEE,LEI,MUN",8.1,3.1,4.6,6.3,5.6,6.8,6.6,4.9,4.1,6.1,56.2,1.873333333,,
"AVL,CHE,LIV,MUN,WHU",4.6,5.9,4.6,5.6,6.6,6.3,7.6,4.6,4.1,6.3,56.2,1.873333333,,
"AVL,CHE,LIV,SHU,WBA",6.1,5.8,4.1,5.6,5.1,4.8,6.3,8,5.8,4.6,56.2,1.873333333,,
"AVL,EVE,FUL,LEE,WOL",8.5,3.3,4.5,5.9,6.8,3.8,3.8,7.8,5,6.8,56.2,1.873333333,,
"AVL,LEE,LEI,SOU,TOT",4.6,4.1,4.7,7.5,6.8,5.2,5.1,4.1,8,6.1,56.2,1.873333333,,
"BHA,BUR,EVE,LIV,WOL",6.7,6.4,6.9,4.1,4.6,3.5,5.6,7.3,4.3,6.8,56.2,1.873333333,,
"BHA,CHE,EVE,NEW,WBA",7.9,4.4,6.4,4.3,5.9,5.9,5.5,6.2,5.2,4.5,56.2,1.873333333,,
"BHA,CHE,LEI,NEW,SHU",6.1,5.1,6.2,5.2,3.5,8,6.1,6.2,6.2,3.6,56.2,1.873333333,,
"BHA,CHE,LIV,SHU,WHU",4.6,7.3,5.5,5,4.5,6.2,8.6,4.2,5.7,4.6,56.2,1.873333333,,
"BHA,CHE,MCI,MUN,SHU",8.4,4.5,4.4,5,4,6.7,7.1,5.5,4.5,6.1,56.2,1.873333333,,
"BHA,CHE,MCI,MUN,TOT",7.3,5.7,4.5,5,5.7,5.6,5.5,4.6,4.5,7.8,56.2,1.873333333,,
"BHA,CRY,FUL,WHU,WOL",5.8,7.5,6.4,6.8,4.6,3.2,5.3,4.3,5.9,6.4,56.2,1.873333333,,
"BHA,FUL,LEE,LEI,NEW",7.4,4.1,6.9,6.9,4.7,3.7,4.8,6.2,6.9,4.6,56.2,1.873333333,,
"BHA,FUL,LEI,SHU,WHU",5.8,5.5,5.9,8.4,3.5,5.4,6.3,5.9,5.9,3.6,56.2,1.873333333,,
"BHA,FUL,LEI,WBA,WHU",5.9,5.7,8.2,7.9,4.7,3.9,4.3,5.9,5.9,3.8,56.2,1.873333333,,
"BHA,LEI,MCI,SOU,WOL",4.5,6.7,8.3,3.5,4.5,4.1,4.4,6.3,7.8,6.1,56.2,1.873333333,,
"BHA,MUN,SOU,WBA,WHU",6,5.2,7.3,6.3,5.2,4.8,6.4,4.3,4.7,6,56.2,1.873333333,,
"BHA,SOU,TOT,WHU,WOL",4.7,7.9,6.8,4.1,5.7,4.1,4.1,3.8,6.4,8.6,56.2,1.873333333,,
"BUR,CHE,CRY,EVE,MCI",7.9,7.9,4.7,4.1,5.3,6.7,6.1,4.6,4.2,4.7,56.2,1.873333333,,
"BUR,CHE,LEE,LIV,TOT",5,7.3,4.5,4.5,6.2,5.5,6.5,4,5.6,7.1,56.2,1.873333333,,
"BUR,CHE,LEE,LIV,WBA",6.2,6.8,5.6,4.5,5.7,5.1,6.6,4.5,5.6,5.6,56.2,1.873333333,,
"BUR,CHE,LEE,NEW,SHU",7.8,4.1,4.4,4.7,4.7,8.4,7.3,4.5,5.2,5.1,56.2,1.873333333,,
"BUR,CHE,LEI,MCI,WOL",4.9,8.7,6.7,3.4,4.5,6.6,4.4,6.2,5.2,5.6,56.2,1.873333333,,
"BUR,CHE,LIV,SHU,WOL",4.9,9.3,5.1,3.4,4,5.6,5.9,6.7,5.2,6.1,56.2,1.873333333,,
"BUR,FUL,SOU,WBA,WHU",6,7.5,6.4,5.8,5.4,4.9,4.4,4.3,4.9,6.6,56.2,1.873333333,,
"BUR,LEI,LIV,TOT,WOL",4.4,8.3,6.8,4.5,4.5,5,4,6.3,6.3,6.1,56.2,1.873333333,,
"BUR,LEI,WBA,WHU,WOL",4.6,7.8,8.6,5.2,4.5,6.3,4.1,5.9,5.4,3.8,56.2,1.873333333,,
"CHE,EVE,LEE,NEW,SHU",7.8,3.3,4.1,4.3,6.3,8.4,6.3,5.6,5.8,4.3,56.2,1.873333333,,
"CHE,EVE,NEW,SOU,TOT",5.1,5.5,4.2,3.2,8.7,7.3,5.3,4.1,6.8,6,56.2,1.873333333,,
"CHE,FUL,SHU,TOT,WBA",6.7,6.3,4,7.3,4.8,5.4,3.9,5.7,6.3,5.8,56.2,1.873333333,,
"CHE,LEI,LIV,WHU,WOL",4.1,9.4,7.2,3.4,5.4,6.1,4.9,5.3,6.3,4.1,56.2,1.873333333,,
"CHE,MUN,NEW,SOU,TOT",5.1,5.3,4.5,3.7,6.8,7.8,5.3,4.1,6.1,7.5,56.2,1.873333333,,
"CHE,NEW,SHU,WHU,WOL",5.1,6.9,5.6,3.6,5.1,8.9,5.1,5.3,6.3,4.3,56.2,1.873333333,,
"CRY,EVE,FUL,NEW,WHU",7,4.5,4.9,7.1,7,5.4,5,5.4,5.5,4.4,56.2,1.873333333,,
"CRY,EVE,NEW,SHU,TOT",7.4,4.3,4.2,7,4.7,6.8,5.4,5.8,6.4,4.2,56.2,1.873333333,,
"CRY,LEI,MCI,WHU,WOL",4.6,8.8,7.8,5.1,4.5,5,4.4,5.4,6.9,3.7,56.2,1.873333333,,
"EVE,LEE,SOU,TOT,WBA",6.4,4.3,4.7,5.4,7.5,5.7,4.8,4.1,8,5.3,56.2,1.873333333,,
"EVE,MUN,NEW,SOU,TOT",6.3,3.3,4.7,4.4,8,7.3,5.3,5.1,5.8,6,56.2,1.873333333,,
